"PCB.cir","Reference Designator","LMS-Number","SAP-Number","Usage","Status","Value","Parttype","Ex component","Cluster test","Package_tech","VariantenManagment","Package Name","Description"
"","reference","partName","partNumber","Traffic_Light","Status","Value","Parttype","Ex_component","Cluster_test","Package_tech","variation","packageName","Description"
"2.cmp732","R218","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp731","R219","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp776","R220","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp798","R221","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp733","R222","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp729","R223","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp771","R224","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp770","R225","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp730","R226","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp734","R227","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp782","R228","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp778","R229","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp737","R230","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp738","R231","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp797","R232","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp786","R233","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp739","R234","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp735","R235","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp777","R236","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp804","R237","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp740","R238","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp736","R239","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp759","R240","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp769","R241","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp743","R242","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp744","R243","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp773","R244","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp792","R245","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp741","R246","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp745","R247","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp763","R248","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp794","R249","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp746","R250","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp742","R251","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp772","R252","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp785","R253","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp750","R254","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp749","R255","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp803","R256","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp765","R257","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp751","R258","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp747","R259","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp781","R260","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp762","R261","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp748","R262","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp752","R263","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp790","R264","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp761","R265","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp755","R266","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp756","R267","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp791","R268","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp764","R269","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp757","R270","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp753","R271","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp760","R272","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp779","R273","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp754","R274","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp758","R275","LMS-000027","50092685","green","","1K","","","","S","","SMD_0603_H0.6","SMD-R-Chip   1K  0,1W  1%  50ppm 603  *"
"2.cmp504","V1","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"1.cmp1125","V2","LMS-002329","50095095","green","","","US1G","","","S","","SMD_DO214AC_H2.45","SMD-Diode US1G   400V 1A          SMA  !"
"1.cmp1126","V3","LMS-002329","50095095","green","","","US1G","","","S","","SMD_DO214AC_H2.45","SMD-Diode US1G   400V 1A          SMA  !"
"1.cmp1388","V4","LMS-000604","LMS-000604","red","S","","SPP11N65C3","","","W","","THD_TO220_H22.8","FET-NKA  SPP11N65C3  0E38  650V TO220"
"2.cmp505","V5","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp506","V6","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp507","V7","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp508","V8","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp509","V9","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp510","V10","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp511","V11","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp512","V12","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp513","V13","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp514","V14","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp515","V15","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp516","V16","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp517","V17","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp518","V18","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp519","V19","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp520","V20","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp521","V21","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp522","V22","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp523","V23","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp524","V24","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp525","V25","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp526","V26","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp527","V27","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp528","V28","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp529","V29","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp530","V30","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp531","V31","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp532","V32","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp501","V33","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp502","V35","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp503","V36","LMS-002340","71076104","green","","","FDC658AP","","","S","","SMD_SOT23-6_H1.1_2","SMD-FET-PKA FDC658AP  0E05 30V 4A Logic"
"2.cmp1356","V84","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1357","V85","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1358","V86","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1359","V87","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1360","V88","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1361","V89","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1362","V90","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1363","V91","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1364","V92","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1365","V93","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1366","V94","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1367","V95","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1368","V96","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1369","V97","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1370","V98","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1371","V99","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1372","V100","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1373","V101","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1374","V102","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1375","V103","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1376","V104","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1377","V105","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1378","V106","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1379","V107","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1380","V108","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1381","V109","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1382","V110","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1383","V111","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1384","V112","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1385","V113","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1386","V114","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1387","V115","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1388","V116","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1389","V117","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1391","V118","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1392","V119","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1393","V120","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1394","V121","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1395","V122","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1396","V123","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1397","V124","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1398","V125","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1399","V126","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1400","V127","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1402","V128","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1403","V129","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1404","V130","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"2.cmp1405","V131","LMS-000278","50019820","green","","","BC847B","","","S","","SMD_SOT23_H1.1","SMD-TRANS NPN BC847B   50V 0,2A  SOT-23"
"1.cmp845","X3","LMS-000314","50019231","green","","","","","","W","","THD_X_P_2.54_TOP_1_3","STIFTLEISTE-PF  1*   3POL RM2,54 GERADE"
"1.cmp842","X3","LMS-000314","50019231","green","","","","","","W","","THD_X_P_2.54_TOP_1_3","STIFTLEISTE-PF  1*   3POL RM2,54 GERADE"
"1.cmp839","X3","LMS-000314","50019231","green","","","","","","W","","THD_X_P_2.54_TOP_1_3","STIFTLEISTE-PF  1*   3POL RM2,54 GERADE"
"1.cmp1318","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1319","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1320","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1321","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1322","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1317","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1324","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1325","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1326","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1327","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1328","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1316","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1315","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1323","X4","LMS-001014","71025946","green","","","","","","W","","THD_X_P_2.54_TOP_2_7_2","Stiftleiste LP/LP 2* 7POL RM2,54/17,7GE"
"1.cmp1613","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1614","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1615","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1616","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1617","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1618","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1619","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1620","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1621","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1622","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1623","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1612","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
